AUTHORISATION ID / PERMIT ID,ACTIVITY DESCRIPTION,OPERATOR NAME,SITE ADDRESS,SITE POSTCODE,EASTING,NORTHING,EA AREA NAME,ROUTE NAME,SUBSTANCE NAME,REPORTING THRESHOLD (kg),QUANTITY RELEASED (kg),REGULATED INDUSTRY SECTOR,REGULATED INDUSTRY SUB SECTOR,PNEC (??g/L),Latitude,Longitude,REGION
AWNNF13399,,Anglian Water,Broadholme STW,,494150,268750,Lincolnshire and Northamptonshire,Controlled Waters,Fluoranthene,0.1,0.19,Water Industry,Water Industry,,52.3088025,-0.620468401,East Midlands
AWNNF13399,,Anglian Water,Broadholme STW,,494150,268750,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.3088025,-0.620468401,East Midlands
BJ6780IL,"PAPER, PULP AND BOARD; PRODUCING PAPER/BOARD >20T/D",SOFIDEL UK LIMITED,Leicester Paper Mill Waterside Road,LE5 1TZ,462610,307790,East Midlands,Wastewater,Cypermethrin,0.005,0,Paper and textiles,Paper & Pulp,1.30E-05,52.66422018,-1.075677928,East Midlands
BW0991IX,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Viridor Limited,Erin Landfill Markham Lane Duckmanton Chesterfield Derbyshire,S44 5HS,444900,373000,Yorkshire,Wastewater,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,53.2521202,-1.328500562,East Midlands
BW2986IW,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Lincwaste Limited,North Hykeham Landfill Site Whisby Road Skellingthorpe Lincoln Lincolnshire,LN6 3QZ,493050,367630,Lincolnshire and Northamptonshire,Wastewater,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,53.19761858,-0.608569312,East Midlands
CP3899SD,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING BIOLOGICAL TREATMENT,Environcom England Limited,Spittlegate Level Spittlegate Level Lincolnshire,NG31 7UH,491940,333440,Lincolnshire and Northamptonshire,Wastewater,Benzo(a)pyrene,1,0,Waste Treatment,Metals Recycling,,52.89056205,-0.634920759,East Midlands
CP3899SD,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING BIOLOGICAL TREATMENT,Environcom England Limited,Spittlegate Level Spittlegate Level Lincolnshire,NG31 7UH,491940,333440,Lincolnshire and Northamptonshire,Wastewater,Cypermethrin,0.005,0,Waste Treatment,Metals Recycling,1.30E-05,52.89056205,-0.634920759,East Midlands
CP3899SD,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING BIOLOGICAL TREATMENT,Environcom England Limited,Spittlegate Level Spittlegate Level Lincolnshire,NG31 7UH,491940,333440,Lincolnshire and Northamptonshire,Wastewater,Fluoranthene,0.1,0,Waste Treatment,Metals Recycling,,52.89056205,-0.634920759,East Midlands
CP3899SD,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING BIOLOGICAL TREATMENT,Environcom England Limited,Spittlegate Level Spittlegate Level Lincolnshire,NG31 7UH,491940,333440,Lincolnshire and Northamptonshire,Wastewater,Heptachlor,0.1,0,Waste Treatment,Metals Recycling,,52.89056205,-0.634920759,East Midlands
CP3899SD,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING BIOLOGICAL TREATMENT,Environcom England Limited,Spittlegate Level Spittlegate Level Lincolnshire,NG31 7UH,491940,333440,Lincolnshire and Northamptonshire,Wastewater,"Indeno(1,2,3-cd)pyrene",1,0,Waste Treatment,Metals Recycling,,52.89056205,-0.634920759,East Midlands
KP3403PD,LOADING/STORAGE/TREATMENT ETC OF CRUDE OIL,Phillips 66 Limited,"Crude Oil terminals Ltd,Tetney Oil Terminal Tetney Lock Road Tetney Grimsby Lincolnshire",DN36 5NX,532830,402210,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Refineries & Fuel,Refineries & Fuel,,53.49982028,0.00106907,East Midlands
KP3403PD,LOADING/STORAGE/TREATMENT ETC OF CRUDE OIL,Phillips 66 Limited,"Crude Oil terminals Ltd,Tetney Oil Terminal Tetney Lock Road Tetney Grimsby Lincolnshire",DN36 5NX,532830,402210,Lincolnshire and Northamptonshire,Controlled Waters,Fluoranthene,0.1,0,Refineries & Fuel,Refineries & Fuel,,53.49982028,0.00106907,East Midlands
KP3403PD,LOADING/STORAGE/TREATMENT ETC OF CRUDE OIL,Phillips 66 Limited,"Crude Oil terminals Ltd,Tetney Oil Terminal Tetney Lock Road Tetney Grimsby Lincolnshire",DN36 5NX,532830,402210,Lincolnshire and Northamptonshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Refineries & Fuel,Refineries & Fuel,,53.49982028,0.00106907,East Midlands
PP3630BC,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Lincwaste Ltd,Kenwick Landfill London Road Lincolnshire,LN11 9QP,533110,386420,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.35790763,-0.001378729,East Midlands
PP3630BC,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Lincwaste Ltd,Kenwick Landfill London Road Lincolnshire,LN11 9QP,533110,386420,Lincolnshire and Northamptonshire,Controlled Waters,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,53.35790763,-0.001378729,East Midlands
PP3630BC,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Lincwaste Ltd,Kenwick Landfill London Road Lincolnshire,LN11 9QP,533110,386420,Lincolnshire and Northamptonshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Landfill,Non Hazardous Landfill,,53.35790763,-0.001378729,East Midlands
T/48/12074/R,,SEVERN TRENT WATER LTD,Derby Sewage Treatment Works Chp Plant Megaloughton Lane Spondon Derby Derbyshire,DE21 7BR,438830,343470,East Midlands,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.89,Water Industry,Water Industry,,52.98716657,-1.423035169,East Midlands
T/48/12074/R,,SEVERN TRENT WATER LTD,Derby Sewage Treatment Works Chp Plant Megaloughton Lane Spondon Derby Derbyshire,DE21 7BR,438830,343470,East Midlands,Controlled Waters,Benzo(a)pyrene,1,1.46,Water Industry,Water Industry,,52.98716657,-1.423035169,East Midlands
T/48/12074/R,,SEVERN TRENT WATER LTD,Derby Sewage Treatment Works Chp Plant Megaloughton Lane Spondon Derby Derbyshire,DE21 7BR,438830,343470,East Midlands,Controlled Waters,Fluoranthene,0.1,0.33,Water Industry,Water Industry,,52.98716657,-1.423035169,East Midlands
T/53/45014/R,,SEVERN TRENT WATER LTD,Wanlip Sewage Treatment Works Fillingate Wanlip Leicester Leicestershire,LE7 4PF,459760,311500,East Midlands,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,2.99,Water Industry,Water Industry,,52.69788886,-1.117140761,East Midlands
T/53/45014/R,,SEVERN TRENT WATER LTD,Wanlip Sewage Treatment Works Fillingate Wanlip Leicester Leicestershire,LE7 4PF,459760,311500,East Midlands,Controlled Waters,Benzo(a)pyrene,1,2.31,Water Industry,Water Industry,,52.69788886,-1.117140761,East Midlands
T/53/45014/R,,SEVERN TRENT WATER LTD,Wanlip Sewage Treatment Works Fillingate Wanlip Leicester Leicestershire,LE7 4PF,459760,311500,East Midlands,Controlled Waters,Fluoranthene,0.1,0.53,Water Industry,Water Industry,,52.69788886,-1.117140761,East Midlands
T/64/45170/R,,SEVERN TRENT WATER LTD,Stoke Bardolph STW Nottingham,NG14 5HL,464730,342220,East Midlands,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,3.16,Water Industry,Water Industry,,52.97343473,-1.037524955,East Midlands
T/64/45170/R,,SEVERN TRENT WATER LTD,Stoke Bardolph STW Nottingham,NG14 5HL,464730,342220,East Midlands,Controlled Waters,Benzo(a)pyrene,1,2.44,Water Industry,Water Industry,,52.97343473,-1.037524955,East Midlands
T/64/45170/R,,SEVERN TRENT WATER LTD,Stoke Bardolph STW Nottingham,NG14 5HL,464730,342220,East Midlands,Controlled Waters,Fluoranthene,0.1,0.55,Water Industry,Water Industry,,52.97343473,-1.037524955,East Midlands
VP3130BK,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",ALAB ENVIRONMENTAL SERVICES LIMITED,NETTLETON BOTTOM QUARRY Rothwell Lincolnshire,LN7 6SR,512730,397880,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.46560447,-0.303351536,East Midlands
VP3130BK,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",ALAB ENVIRONMENTAL SERVICES LIMITED,NETTLETON BOTTOM QUARRY Rothwell Lincolnshire,LN7 6SR,512730,397880,Lincolnshire and Northamptonshire,Controlled Waters,Cypermethrin,0.005,0,Landfill,Non Hazardous Landfill,1.30E-05,53.46560447,-0.303351536,East Midlands
VP3130BK,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",ALAB ENVIRONMENTAL SERVICES LIMITED,NETTLETON BOTTOM QUARRY Rothwell Lincolnshire,LN7 6SR,512730,397880,Lincolnshire and Northamptonshire,Controlled Waters,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,53.46560447,-0.303351536,East Midlands
VP3130BK,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",ALAB ENVIRONMENTAL SERVICES LIMITED,NETTLETON BOTTOM QUARRY Rothwell Lincolnshire,LN7 6SR,512730,397880,Lincolnshire and Northamptonshire,Controlled Waters,Heptachlor,0.1,0,Landfill,Non Hazardous Landfill,,53.46560447,-0.303351536,East Midlands
VP3130BK,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",ALAB ENVIRONMENTAL SERVICES LIMITED,NETTLETON BOTTOM QUARRY Rothwell Lincolnshire,LN7 6SR,512730,397880,Lincolnshire and Northamptonshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Landfill,Non Hazardous Landfill,,53.46560447,-0.303351536,East Midlands
XP3298NJ,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Lincwaste Limited,Boston Landfill SLIPPERY GOWT LANE WYBERTON LINCOLNSHIRE,PE21 7AA,534500,341500,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,52.95402221,0.000639891,East Midlands
XP3298NJ,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Lincwaste Limited,Boston Landfill SLIPPERY GOWT LANE WYBERTON LINCOLNSHIRE,PE21 7AA,534500,341500,Lincolnshire and Northamptonshire,Controlled Waters,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,52.95402221,0.000639891,East Midlands
ZP3009BB,"PAPER, PULP AND BOARD; PRODUCING PAPER/BOARD >20T/D",Northwood Tissue (Chesterfield) Ltd,Chesterfield Paper Mill Goyt Side Road Derbyshire,S40 2PH,436850,370600,Yorkshire,Wastewater,Cypermethrin,0.005,0,Paper and textiles,Paper & Pulp,1.30E-05,53.23116628,-1.449423475,East Midlands
AEETS12128,,Anglian Water,Cliff Quay(Ipswich) STW,,617200,241900,East Anglia,Controlled Waters,Fluoranthene,0.1,0.1,Water Industry,Water Industry,,52.03294922,1.16506007,East of England
AEETS12128,,Anglian Water,Cliff Quay(Ipswich) STW,,617200,241900,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.03294922,1.16506007,East of England
AEETS12128,,Anglian Water,Cliff Quay(Ipswich) STW,,617200,241900,East Anglia,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,52.03294922,1.16506007,East of England
AP3634FT,TREATMENT AND PROCESSING (OTHER THAN PACKAGING) OF ONLY VEGETABLE RAW MATERIALS WITH A FINISHED PRODUCT CAPACITY > 300 T/D (OR 600 T/D FOR OPERATIONS LESS THAN 90 CONSECUTIVE DAYS IN ANY YEAR_,Princes Limited,Food Factory Lynn Road Wisbech Lynn Road Wisbech Cambridgeshire,PE13 3DG,546900,310500,Lincolnshire and Northamptonshire,Wastewater,Cypermethrin,0.005,0,Food & Drink,Food & Drink,1.30E-05,52.67230218,0.171155241,East of England
AP3634FT,TREATMENT AND PROCESSING (OTHER THAN PACKAGING) OF ONLY VEGETABLE RAW MATERIALS WITH A FINISHED PRODUCT CAPACITY > 300 T/D (OR 600 T/D FOR OPERATIONS LESS THAN 90 CONSECUTIVE DAYS IN ANY YEAR_,Princes Limited,Food Factory Lynn Road Wisbech Lynn Road Wisbech Cambridgeshire,PE13 3DG,546900,310500,Lincolnshire and Northamptonshire,Wastewater,Heptachlor,0.1,0,Food & Drink,Food & Drink,,52.67230218,0.171155241,East of England
ASCNF1033,,Anglian Water,Cambridge STW,,548350,261540,East Anglia,Controlled Waters,Fluoranthene,0.1,0.15,Water Industry,Water Industry,,52.23207646,0.170841174,East of England
ASCNF1033,,Anglian Water,Cambridge STW,,548350,261540,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.23207646,0.170841174,East of England
ASCNF1033,,Anglian Water,Cambridge STW,,548350,261540,East Anglia,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,52.23207646,0.170841174,East of England
ASETS1046,,Anglian Water,Colchester(Haven) STW,,602250,223620,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.87446424,0.936681821,East of England
ASETS1046,,Anglian Water,Colchester(Haven) STW,,602250,223620,East Anglia,Controlled Waters,Fluoranthene,0.1,0,Water Industry,Water Industry,,51.87446424,0.936681821,East of England
ASETS1046,,Anglian Water,Colchester(Haven) STW,,602250,223620,East Anglia,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,51.87446424,0.936681821,East of England
AW1NF2460,,Anglian Water,Bedford STW,,508500,249600,East Anglia,Controlled Waters,Fluoranthene,0.1,0.14,Water Industry,Water Industry,,52.13405864,-0.416204867,East of England
AW1NF2460,,Anglian Water,Bedford STW,,508500,249600,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.13405864,-0.416204867,East of England
AW1NF2460,,Anglian Water,Bedford STW,,508500,249600,East Anglia,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,52.13405864,-0.416204867,East of England
AW2TSE9961-2,,Anglian Water,Chelmsford(Brookend) STW,,584000,208200,East Anglia,Controlled Waters,Fluoranthene,0.1,0.11,Water Industry,Water Industry,,51.74228839,0.663708692,East of England
AW2TSE9961-2,,Anglian Water,Chelmsford(Brookend) STW,,584000,208200,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.74228839,0.663708692,East of England
AW2TSE9961-2,,Anglian Water,Chelmsford(Brookend) STW,,584000,208200,East Anglia,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,51.74228839,0.663708692,East of England
AW4TF1789,,Anglian Water,Whitlingham(Norwich) STW,,627800,307700,East Anglia,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.28,Water Industry,Water Industry,,52.61924889,1.363855621,East of England
AW4TF1789,,Anglian Water,Whitlingham(Norwich) STW,,627800,307700,East Anglia,Controlled Waters,Fluoranthene,0.1,0.22,Water Industry,Water Industry,,52.61924889,1.363855621,East of England
AW4TF1789,,Anglian Water,Whitlingham(Norwich) STW,,627800,307700,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.61924889,1.363855621,East of England
AW5NF5178,,Anglian Water,Flag Fen STW,,522140,298140,Lincolnshire and Northamptonshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.17,Water Industry,Water Industry,,52.56738396,-0.199381261,East of England
AW5NF5178,,Anglian Water,Flag Fen STW,,522140,298140,Lincolnshire and Northamptonshire,Controlled Waters,Fluoranthene,0.1,0.21,Water Industry,Water Industry,,52.56738396,-0.199381261,East of England
AW5NF5178,,Anglian Water,Flag Fen STW,,522140,298140,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.56738396,-0.199381261,East of England
CASM.0340,,Anglian Water,SOUTHEND ON SEA STW,,581900,190600,East Anglia,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.02,Water Industry,Water Industry,,51.58489477,0.624173135,East of England
CASM.0340,,Anglian Water,SOUTHEND ON SEA STW,,581900,190600,East Anglia,Controlled Waters,Fluoranthene,0.1,0.18,Water Industry,Water Industry,,51.58489477,0.624173135,East of England
CASM.0340,,Anglian Water,SOUTHEND ON SEA STW,,581900,190600,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.58489477,0.624173135,East of England
CLCR.0048,,THAMES WATER UTILITIES LTD,Rye Meads Combined Heat And Power Plant Off Rye Road Stanstead Abbotts Hertfordshire,SG12 8JY,539260,210400,Hertfordshire and North London,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.698,Water Industry,Water Industry,,51.77495262,0.017064529,East of England
CLCR.0048,,THAMES WATER UTILITIES LTD,Rye Meads Combined Heat And Power Plant Off Rye Road Stanstead Abbotts Hertfordshire,SG12 8JY,539260,210400,Hertfordshire and North London,Controlled Waters,Benzo(a)pyrene,1,1.319,Water Industry,Water Industry,,51.77495262,0.017064529,East of England
CLCR.0048,,THAMES WATER UTILITIES LTD,Rye Meads Combined Heat And Power Plant Off Rye Road Stanstead Abbotts Hertfordshire,SG12 8JY,539260,210400,Hertfordshire and North London,Controlled Waters,Fluoranthene,0.1,0.2997,Water Industry,Water Industry,,51.77495262,0.017064529,East of England
CNTD.0071,,THAMES WATER UTILITIES LTD,MAPLE LODGE STW,WD3 9SQ,504200,192000,Hertfordshire and North London,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.42,Water Industry,Water Industry,,51.61719086,-0.496372735,East of England
CNTD.0071,,THAMES WATER UTILITIES LTD,MAPLE LODGE STW,WD3 9SQ,504200,192000,Hertfordshire and North London,Controlled Waters,Benzo(a)pyrene,1,1.1,Water Industry,Water Industry,,51.61719086,-0.496372735,East of England
CNTD.0071,,THAMES WATER UTILITIES LTD,MAPLE LODGE STW,WD3 9SQ,504200,192000,Hertfordshire and North London,Controlled Waters,Fluoranthene,0.1,0.2506,Water Industry,Water Industry,,51.61719086,-0.496372735,East of England
CNTD.0084,,THAMES WATER UTILITIES LTD,LUTON STW,LU1 5TS,512300,217800,Hertfordshire and North London,Controlled Waters,Fluoranthene,0.1,0.1308,Water Industry,Water Industry,,51.8475121,-0.371113535,East of England
CNTW.0531,,Anglian Water,TILBURY STW,,565670,175350,East Anglia,Controlled Waters,Fluoranthene,0.1,0.11,Water Industry,Water Industry,,51.45289581,0.382973138,East of England
CNTW.0531,,Anglian Water,TILBURY STW,,565670,175350,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.45289581,0.382973138,East of England
CNTW.0531,,Anglian Water,TILBURY STW,,565670,175350,East Anglia,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,51.45289581,0.382973138,East of England
DP3439AZ,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Norfolk County Council,Edgefield Landfill Site Holt Road Off B1149 Holt Norfolk,NR24 2RS,608380,335550,East Anglia,Wastewater,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,52.87703774,1.095117247,East of England
DP3938YY,TREATMENT AND PROCESSING (OTHER THAN PACKAGING) OF ONLY VEGETABLE RAW MATERIALS WITH A FINISHED PRODUCT CAPACITY > 300 T/D (OR 600 T/D FOR OPERATIONS LESS THAN 90 CONSECUTIVE DAYS IN ANY YEAR_,Kingsley Beverage Limited,2 Waterworth Road Peterborough,PE7 3AG,514540,294220,Lincolnshire and Northamptonshire,Wastewater,Benzo(a)pyrene,1,0,Food & Drink,Food & Drink,,52.53381049,-0.312808444,East of England
FP3132UE,"PAPER, PULP AND BOARD; PRODUCING PULP FROM TIMBER ETC",Palm Paper Limited,"Former British Sugar Site,Saddlebow Paper Mill Poplar Avenue Kings Lynn Norfolk",PE34 3AL,561200,317800,East Anglia,Controlled Waters,Cypermethrin,0.005,0,Paper and textiles,Paper & Pulp,1.30E-05,52.73380913,0.386030792,East of England
JP3734JP,INORGANIC CHEMICALS; NON METALS ETC EG CALCIUM CARBIDE,Coryton Asset Limited,Thames Enterprise Park Thames Oilport The Manorway Essex,SS17 9LL,575260,182580,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0,Chemicals,Chemicals,,51.51495651,0.524440255,East of England
JP3734JP,INORGANIC CHEMICALS; NON METALS ETC EG CALCIUM CARBIDE,Coryton Asset Limited,Thames Enterprise Park Thames Oilport The Manorway Essex,SS17 9LL,575260,182580,East Anglia,Controlled Waters,Fluoranthene,0.1,0,Chemicals,Chemicals,,51.51495651,0.524440255,East of England
NP3139LM,REFINING MINERAL OILS,Haltermann Carless UK Limited,Harwich Refinery Foster Road Essex,CO12 4SS,622680,232010,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0.04,Refineries & Fuel,Refineries & Fuel,,51.94200212,1.238398514,East of England
NP3139LM,REFINING MINERAL OILS,Haltermann Carless UK Limited,Harwich Refinery Foster Road Essex,CO12 4SS,622680,232010,East Anglia,Controlled Waters,Fluoranthene,0.1,0.04,Refineries & Fuel,Refineries & Fuel,,51.94200212,1.238398514,East of England
NP3497NN,DISPOSAL OF > 50 T/D NON-HAZARDOUS WASTE (> 100 T/D IF ONLY AD) INVOLVING PHYSICO-CHEMICAL TREATMENT ,Viridor Waste (Thames) Limited,Maple Lodge Denham Way Hertfordshire,WD3 9SQ,504200,192280,Hertfordshire and North London,Wastewater,Fluoranthene,0.1,0,Biowaste,Biowaste Treatment,,51.61970755,-0.496289561,East of England
NP3497NN,DISPOSAL OF > 50 T/D NON-HAZARDOUS WASTE (> 100 T/D IF ONLY AD) INVOLVING PHYSICO-CHEMICAL TREATMENT ,Viridor Waste (Thames) Limited,Maple Lodge Denham Way Hertfordshire,WD3 9SQ,504200,192280,Hertfordshire and North London,Wastewater,"Indeno(1,2,3-cd)pyrene",1,0,Biowaste,Biowaste Treatment,,51.61970755,-0.496289561,East of England
PP3135SU,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Tarmac Aggregates Limited,Brittons Hall Farm Landfill Site Chignal St James Essex,CM1 4LT,565960,210120,East Anglia,Wastewater,Heptachlor,0.1,0,Landfill,Non Hazardous Landfill,,51.76516491,0.403589133,East of England
SP3436MH,DISPOSAL OF > 50 T/D NON-HAZARDOUS WASTE (> 100 T/D IF ONLY AD) INVOLVING BIOLOGICAL TREATMENT,Alpheus Environmental Limited,Sundon Leachate Treatment Plant Nr Old Park Farm Toddington Bedfordshire,LU5 6HP,503800,228080,East Anglia,Wastewater,Fluoranthene,0.1,0,Landfill,other,,51.94154944,-0.491371446,East of England
VP3838LP,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,Oikos Storage Limited,Hole Haven Wharf Haven Road Canvey Island Essex,SS8 0NR,577850,182090,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0,Waste Treatment,Hazardous,,51.50974637,0.561480306,East of England
VP3838LP,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,Oikos Storage Limited,Hole Haven Wharf Haven Road Canvey Island Essex,SS8 0NR,577850,182090,East Anglia,Controlled Waters,Cypermethrin,0.005,0,Waste Treatment,Hazardous,1.30E-05,51.50974637,0.561480306,East of England
VP3838LP,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,Oikos Storage Limited,Hole Haven Wharf Haven Road Canvey Island Essex,SS8 0NR,577850,182090,East Anglia,Controlled Waters,Fluoranthene,0.1,0,Waste Treatment,Hazardous,,51.50974637,0.561480306,East of England
